Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion,Description,orange,cranberry,pineapple,citrus,bitters,fresh,herb,cinnamon,Cinnamon,Mint,Lime
Melon Cooler,https://www.thecocktailproject.com/drink-recipes/melon-cooler,"EFFEN Cucumber Vodka, Midori Melon Liqueur, EFFEN Cucumber Vodka, Midori Melon Liqueur, Lime Juice, Simple Syrup, Cucumber, Melon Balls, Lime Wheel",Cordials,Sour,3,40,"EFFEN Cucumber Vodka, Midori Melon Liqueur, Lime Juice, Simple Syrup, Cucumber, Melon Balls, Lime Wheel",['green'],"['brunch', 'spring']","Cool as a cucumber and sweet like honey, refresh your palate with a melon cocktail. Freshly muddled cucumbers offer a crisp, clean flavor, while Midori?? liqueur adds some much-needed sweetness. Topped with fresh lime, this melon cooler makes a perfect patio drink.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Derby Fizz,https://www.thecocktailproject.com/drink-recipes/derby-fizz,"Jim Beam Rye, DeKuyper Orange Curacao Liqueur, Jim Beam Rye, DeKuyper Orange Curacao Liqueur, Lemon Sour, Club Soda, Orange Wedges",Rye Whisky,Sour,3,42,"Jim Beam Rye, DeKuyper Orange Curacao Liqueur, Lemon Sour, Club Soda, Orange Wedges",['yellow'],"['bbq', 'spring']",There?Â?s no need to race to Churchill Downs to try a whiskey sour drink with a Southern spin. Simply shake together peppery Jim Beam?? Rye Whiskey with citrusy DeKuyper?? Orange Curacao and tart lemon sour. Top the drink with club soda for a whiskey fizz that?Â?s as stylish as the floppy hats in the crowd.,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Pineapple Crush,https://www.thecocktailproject.com/drink-recipes/pineapple-crush,"Cruzan Pineapple Rum, Lime, Cruzan Pineapple Rum, Lime, Sage Leaves, Soda Water, Pineapple Wedge",Rum,Fruity,3,37,"Cruzan Pineapple Rum, Lime, Sage Leaves, Soda Water, Pineapple Wedge",['yellow'],"['bbq', 'spring', 'summer', 'tropical']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Mango Sunset,https://www.thecocktailproject.com/drink-recipes/mango-sunset,"Cruzan Mango Rum, Lemon Sour, Cruzan Mango Rum, Lemon Sour, Mango Puree, Pomegranate Juice, Lime Wheel",Rum,Fruity,3,35,"Cruzan Mango Rum, Lemon Sour, Mango Puree, Pomegranate Juice, Lime Wheel",['orange'],"['bbq', 'spring', 'summer', 'tropical']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Hot Buttery Barrel,https://www.thecocktailproject.com/drink-recipes/hot-buttery-barrel,"Batter, Hot Water, Batter, Hot Water, Brown Sugar, Vanilla Extract, Cinnamon, Ground, Nutmeg, Allspice",Rum,Hot,3,22,"Batter, Hot Water, Brown Sugar, Vanilla Extract, Cinnamon, Ground, Nutmeg, Allspice",['brown'],"['fall', 'game-day']",,NA,NA,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
Basil Berry Mojito,https://www.thecocktailproject.com/drink-recipes/basil-berry-mojito,"Cruzan Aged Light Rum, Cruzan Strawberry Rum, Cruzan Aged Light Rum, Cruzan Strawberry Rum, Lime, Strawberries, Basil Leaves, Soda Water, Pepper, Black",Rum,Fruity,3,37,"Cruzan Aged Light Rum, Cruzan Strawberry Rum, Lime, Strawberries, Basil Leaves, Soda Water, Pepper, Black",['orange'],"['bbq', 'spring', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Black Cherry Avalanche,https://www.thecocktailproject.com/drink-recipes/black-cherry-avalanche,"Cruzan Black Cherry Rum, DeKuyper Michigan Cherry Schnapps Liqueur, Cruzan Black Cherry Rum, DeKuyper Michigan Cherry Schnapps Liqueur, Lime Wedges, Mint Sprig, Cherries",Cordials,Frozen,3,29,"Cruzan Black Cherry Rum, DeKuyper Michigan Cherry Schnapps Liqueur, Lime Wedges, Mint Sprig, Cherries",['red'],"['bbq', 'spring', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,mint,lime
Derby Spritzer,https://www.thecocktailproject.com/drink-recipes/derby-spritzer,"Jim Beam Bonded, Club Soda, Jim Beam Bonded, Club Soda, Mint, Fresh, Sugar, Granulated, Lime Wedges",Bourbon,Sweet,2,39,"Jim Beam Bonded, Club Soda, Mint, Fresh, Sugar, Granulated, Lime Wedges",['yellow'],"['bbq', 'spring']","For a dapper drink with bourbon, give the Derby Spritzer a whirl. Muddled mint and sugar are layered with an oaky-flavored bourbon and club soda. Top it off with a little citrus for a refreshing spritzer with southern flare.",NA,NA,NA,citrus,NA,fresh,NA,NA,nocinnamon,mint,lime
Cucumber Watermelon Martini,https://www.thecocktailproject.com/drink-recipes/cucumber-watermelon-martini,"EFFEN Cucumber Vodka, DeKuyper Pucker Watermelon Schnapps, EFFEN Cucumber Vodka, DeKuyper Pucker Watermelon Schnapps, Lemonade, Lemon Peel",Cordials,Fruity,3,64,"EFFEN Cucumber Vodka, DeKuyper Pucker Watermelon Schnapps, Lemonade, Lemon Peel",['pink'],"['ladies-night', 'summer']","Pretty and pink, the refreshing watermelon flavors and crisp, clean cucumber vodka make this martini a perfect cocktail for brunch or an afternoon drink.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Sex On The Beach,https://www.thecocktailproject.com/drink-recipes/sex-on-the-beach,"DeKuyper Peachtree Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Peachtree Schnapps Liqueur, Pinnacle Original Vodka, Cranberry Juice, Pineapple Juice",Cordials,Fruity,3,55,"DeKuyper Peachtree Schnapps Liqueur, Pinnacle Original Vodka, Cranberry Juice, Pineapple Juice",['pink'],"['ladies-night', 'summer']","With a sexy name and sweet and fruity flavor, this 80s classic cocktail is a must-try. A vodka-based cocktail at heart, the sex on the beach drink is bursting with the taste of tree-ripe peaches, cranberries and pineapple juice. Shake it up and serve in a shot glass or add some ice for a full-sized drink.",NA,cranberry,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Blue Lagoon Sangria,https://www.thecocktailproject.com/drink-recipes/blue-lagoon-sangria,"White Wine, DeKuyper Blue Curacao Liqueur, White Wine, DeKuyper Blue Curacao Liqueur, Lemonade, Agave Nectar, Orange Juice, Lemon-Lime Soda, Oranges, Cherries, Star Fruit, Simple Garnishes",Cordials,Fruity,3,72,"White Wine, DeKuyper Blue Curacao Liqueur, Lemonade, Agave Nectar, Orange Juice, Lemon-Lime Soda, Oranges, Cherries, Star Fruit, Simple Garnishes",,"['bbq', 'spring', 'summer']","High tides and good vibes, this summer sangria is perfect for sipping on sunny days. Begin with citrusy Blue Curacao. Mix in lemonade and orange juice for a refreshing tartness, and simple syrup to sweeten things out. At your next outdoor party, whip up a pitcher of this blue sangria and sit back as it takes center stage.",orange,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sparkling Cherry Sangria,https://www.thecocktailproject.com/drink-recipes/sparkling-cherry-sangria,"White Wine, DeKuyper Triple Sec Liqueur, White Wine, DeKuyper Triple Sec Liqueur, Soda Water, Peaches, Oranges, Lemons, Limes, Cherries, Mint Sprig, Sugar",Cordials,Fruity,3,26,"White Wine, DeKuyper Triple Sec Liqueur, Soda Water, Peaches, Oranges, Lemons, Limes, Cherries, Mint Sprig, Sugar",['yellow'],"['bbq', 'spring', 'summer']","Fruity, fun and a little fizzy, this sparkling sangria recipe is made for sharing. Begin by combing syrupy-sweet peaches with citrus, wine and triple sec. Top it off with some extra fruit and bubbling soda water. Serve cold for an enjoyable drink to end the day.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,mint,lime
Everblooming Fizz,https://www.thecocktailproject.com/drink-recipes/everblooming-fizz,"Pinnacle Original Vodka, JDK & Sons???????????????? Fleur Elderflower Liqueur, Pinnacle Original Vodka, JDK & Sons???????????????? Fleur Elderflower Liqueur, Agave Nectar, Lime Juice, Ginger Beer, Sprig Cilantro, Cucumber",Cordials,Sour,3,30,"Pinnacle Original Vodka, JDK & Sons???????????????????????? Fleur Elderflower Liqueur, Agave Nectar, Lime Juice, Ginger Beer, Sprig Cilantro, Cucumber",['yellow'],"['bbq', 'spring', 'summer']","It?Â?s always springtime when you sip on this elderflower cocktail. Sweet, fruity and floral, Elderflower Liqueur is given a refreshing zesty flavor with a splash of lime juice and ginger beer. Garnish with fresh cilantro and cucumber for a savory twist.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Blue Stallion Julep,https://www.thecocktailproject.com/drink-recipes/blue-stallion-julep,"Maker's Mark Bourbon, DeKuyper Blueberry Schnapps Liqueur, Maker's Mark Bourbon, DeKuyper Blueberry Schnapps Liqueur, Simple Syrup, Blueberries, Mint Sprig",Bourbon,Fruity,3,27,"Maker's Mark Bourbon, DeKuyper Blueberry Schnapps Liqueur, Simple Syrup, Blueberries, Mint Sprig",,"['bbq', 'brunch', 'spring', 'summer']","Grab your biggest brimmed hat and race to mix up this blueberry mint julep. Sweet and colorful, the Blue Stallion Julep is a tasty variation on classic Derby drinks. Muddle blueberries before adding simple syrup, Bourbon and Schnapps and top with mint.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,mint,nolime
Spicy Cucumber Margarita,https://www.thecocktailproject.com/drink-recipes/spicy-cucumber-margarita,"Hornitos Plata Tequila, DeKuyper Triple Sec Liqueur, Hornitos Plata Tequila, DeKuyper Triple Sec Liqueur, Lemon Juice, Lime Juice, Cucumber, Jalapeno",Tequila,Sour,3,32,"Hornitos Plata Tequila, DeKuyper Triple Sec Liqueur, Lemon Juice, Lime Juice, Cucumber, Jalapeno",['yellow'],"['bbq', 'spring', 'summer']",Crank the heat up with a spicy margarita recipe that will leave you thirsting for more. Fiery jalape??o creates a burning heat while zesty citrus is added to cool things off. Mix in triple sec and crystal clear tequila for a mischievous and fiery margarita that is a perfect twist to taco night.,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
DeKuyper Mintini,https://www.thecocktailproject.com/drink-recipes/dekuyper-mintini,"Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, DeKuyper Creme de Menthe Green Liqueur, Half and Half, Mint Sprig",Cordials,Sweet,3,37,"Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, DeKuyper Creme de Menthe Green Liqueur, Half and Half, Mint Sprig",,"['holiday', 'winter']","Get a cool taste of winter with this tasty mint martini. Vodka and blue curacao are brought to life with the cool flavor of mint liqueur. A rich and creamy texture balances out the intense flavors, for a drink that leaves you wanting more. Serve it up at a party and you?Â?ll stun guests with this beautifully blue, layered cocktail.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,mint,nolime
Berry Moscow Mule,https://www.thecocktailproject.com/drink-recipes/berry-moscow-mule,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Beer, Raspberries, Lime, Basil Leaves, Using Fresh Citrus",Vodka,Fruity,3,33,"Pinnacle Original Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Beer, Raspberries, Lime, Basil Leaves, Using Fresh Citrus",['red'],"['bbq', 'brunch', 'spring', 'summer']",Add some razzle-dazzle to your Moscow Mules with Raspberry Schnapps. Tart raspberries and the subtle peppery essence of fresh basil enhance the traditional spicy-sweet flavor of a Moscow Mule drink. Top with ice for a cool drink to enjoy before dinner.,NA,NA,NA,citrus,NA,fresh,NA,NA,nocinnamon,nomint,lime
Juicy Screw,https://www.thecocktailproject.com/drink-recipes/juicy-screw,"Pinnacle Original Vodka, DeKuyper Pucker Watermelon Schnapps, Pinnacle Original Vodka, DeKuyper Pucker Watermelon Schnapps, Orange Juice, Soda Water",Vodka,Fruity,3,64,"Pinnacle Original Vodka, DeKuyper Pucker Watermelon Schnapps, Orange Juice, Soda Water",['orange'],"['bbq', 'ladies-night', 'brunch', 'spring', 'summer']",Never sweat warm weather again with a fresh-flavored watermelon cocktail. Crisp and sweet watermelon liqueur gets a little kick from vodka and a fizzy flare from soda water. Orange juice tops the Juicy Screw off for a brunch cocktail that that pairs perfectly with summer.,orange,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Berry Good Shandy,https://www.thecocktailproject.com/drink-recipes/berry-good-shandy,"Pale Ale Beer, DeKuyper Razzmatazz Schnapps Liqueur, Pale Ale Beer, DeKuyper Razzmatazz Schnapps Liqueur, Lemonade, Mixed Berries, Mint Sprig",Beer,Fruity,3,21,"Pale Ale Beer, DeKuyper Razzmatazz Schnapps Liqueur, Lemonade, Mixed Berries, Mint Sprig",,"['bbq', 'brunch', 'spring', 'summer']","Blueberries, raspberries and pale ale make for a berry good summer shandy. Juicy schnapps and fresh berries sweeten up the tart fizz of a good beer. It?Â?s a light and refreshing drink, best enjoyed on a sweltering day by the beach or a cool, summer evening.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,mint,nolime
David Beams 1838 Cocktail,https://www.thecocktailproject.com/drink-recipes/david-beams-1838-cocktail,"Jim Beam Rye, Lime, Jim Beam Rye, Lime, Pineapple Juice, Velvet Falernum Liqueur, Yellow Chartreuse Liqueur, Sugar Cane, Pineapple Parrot",Rye Whisky,Spicy,3,36,"Jim Beam Rye, Lime, Pineapple Juice, Velvet Falernum Liqueur, Yellow Chartreuse Liqueur, Sugar Cane, Pineapple Parrot",['yellow'],"['bbq', 'fall', 'game-day', 'thanksgiving', 'winter']","Dating back over 150 years, this rye whiskey recipe may be old, but it sure isn?Â?t outdated. Jim Beam?? Rye gives sweet Chartreuse?? Liqueur and fruity pineapple a spicy, warm kick with a black pepper bite. A sugar cane stick and pineapple parrot top off this vintage rye cocktail for a unique and tropical spin on an old-school drink.",NA,NA,pineapple,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Courvoisier Classic,https://www.thecocktailproject.com/drink-recipes/courvoisier-classic,"Courvoisier VS Cognac, Sugar Cubes, Courvoisier VS Cognac, Sugar Cubes, Peychaud's Bitters, Absinthe, Lemon Peel",Cognac,Sweet,3,27,"Courvoisier VS Cognac, Sugar Cubes, Peychaud's Bitters, Absinthe, Lemon Peel",['brown'],"['ladies-night', 'new-years', 'wedding']","A little sweet, a little bitter and exceedingly elegant, here?Â?s a classic cocktail recipe worth trying. Peychaud?Â?s?? bitters, Absinthe and sugar create complexity when mixed with the rich and fruity flavor of Courvoisier?? VS. Garnish with a citrus peel twist for a look as sophisticated as the drink itself.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Tropical Spice,https://www.thecocktailproject.com/drink-recipes/tropical-spice,"Calico Jack Spiced Rum, Cruzan Coconut Rum, Calico Jack Spiced Rum, Cruzan Coconut Rum, Pineapple Juice, Cranberry Juice, Maraschino Cherries, Simple Garnishes",Rum,Sweet,3,42,"Calico Jack Spiced Rum, Cruzan Coconut Rum, Pineapple Juice, Cranberry Juice, Maraschino Cherries, Simple Garnishes",['yellow'],"['bbq', 'game-day', 'summer', 'tropical']","Cruise down to the Caribbean without hopping on a boat. The fruity flavors of coconut, pineapple and cranberry take spiced rum drinks to another level. Simply shake the ingredients together and garnish with a cherry. All that?Â?s left to do is lie back, close your eyes, and let this tropical cocktail transport you to the beach.",NA,cranberry,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Cognac Summit,https://www.thecocktailproject.com/drink-recipes/cognac-summit,"Courvoisier VSOP Cognac, Lime peel, Courvoisier VSOP Cognac, Lime peel, Ginger, Lemon-Lime Soda, Cucumber peel",Cognac,Sweet,3,37,"Courvoisier VSOP Cognac, Lime peel, Ginger, Lemon-Lime Soda, Cucumber peel",['yellow'],"['birthday', 'ladies-night', 'spring', 'valentines-day', 'wedding']","Ladies and gents, give a warm welcome to the most sophisticated cognac cocktail around. Discerning, elegant and complex, Courvoisier?? VSOP perfectly balances the tart and spicy flavors of lime and ginger. Garnish with a cucumber peel and be prepared to impress each and every guest.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Classic Mojito,https://www.thecocktailproject.com/drink-recipes/classic-mojito,"Cruzan Aged Light Rum, Simple Syrup, Cruzan Aged Light Rum, Simple Syrup, Lime Wedges, Fresh Mint Leaves, Soda Water",Rum,Sweet,3,49,"Cruzan Aged Light Rum, Simple Syrup, Lime Wedges, Fresh Mint Leaves, Soda Water",['clear'],"['bbq', 'ladies-night', 'spring', 'summer', 'tropical']","Muddled to perfection, this classic mojito cocktail is a refreshing sweet-treat. Cooling mint enhances smooth flavor of Cruzan?? Aged Light Rum, for an Island flavor you can?Â?t resist. Whether it?Â?s a busy day, or a quiet weekend, take a minute to kick back and sip this mojito slowly.",NA,NA,NA,citrus,NA,fresh,NA,NA,nocinnamon,mint,lime
Shining Light Spice,https://www.thecocktailproject.com/drink-recipes/shining-light-spice,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Grapefruit Juice, Lemon Wedges",Bourbon,Sour,3,25,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Lemon Juice, Grapefruit Juice, Lemon Wedges",['yellow'],,,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Louisville Skyline,https://www.thecocktailproject.com/drink-recipes/louisville-skyline,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Orange Twist, Basil Hayden's Kentucky Straight Bourbon Whiskey, Orange Twist",Bourbon,Savory,3,35,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Orange Twist",['brown'],['fall'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Spiced Cherry Sipper,https://www.thecocktailproject.com/drink-recipes/spiced-cherry-sipper,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Nutmeg, Basil Hayden's Kentucky Straight Bourbon Whiskey, Nutmeg, Maraschino Cherries",Bourbon,Sweet,3,34,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Nutmeg, Maraschino Cherries",['brown'],,,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Spiced Cocoa,https://www.thecocktailproject.com/drink-recipes/spiced-cocoa,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Cocoa Powder, Basil Hayden's Kentucky Straight Bourbon Whiskey, Cocoa Powder, Sugar, Salt, Cayenne Pepper",Bourbon,Hot,3,39,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Cocoa Powder, Sugar, Salt, Cayenne Pepper",['brown'],['winter'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Minted Joe,https://www.thecocktailproject.com/drink-recipes/minted-joe,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Espresso, Basil Hayden's Kentucky Straight Bourbon Whiskey, Espresso, Angostura Bitters, Fresh Mint Leaves",Bourbon,Savory,3,21,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Espresso, Angostura Bitters, Fresh Mint Leaves",,['brunch'],,NA,NA,NA,NA,bitters,fresh,NA,NA,nocinnamon,mint,nolime
Spiced Christmas Punch,https://www.thecocktailproject.com/drink-recipes/spiced-christmas-punch,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Vermouth, Sweet, Basil Hayden's Kentucky Straight Bourbon Whiskey, Vermouth, Sweet, Black Tea, Apple Cider, Lemon Juice, Simple Syrup, Angostura Bitters, Club Soda, Cinnamon Stick, Apple Slices, Nutmeg",Bourbon,Fruity,3,60,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Vermouth, Sweet, Black Tea, Apple Cider, Lemon Juice, Simple Syrup, Angostura Bitters, Club Soda, Cinnamon Stick, Apple Slices, Nutmeg",['orange'],"['fall', 'holiday', 'winter']","Wish your friends a very merry holiday season with this crafty Christmas punch recipe. Layered with spices and bitters, this bourbon punch is a little sweet, a little aromatic and very flavorful. Create wreath-like ice blocks in a round steal pan for a festive way to celebrate the most wonderful time of year.",NA,NA,NA,NA,bitters,NA,NA,cinnamon,cinnamon,nomint,nolime
